area,state,station_id,station_name,sensor_id,parameter,value,unit,datetime_utc,station_lat,station_lon
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236526,,0.78,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",12236527,,4.27,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",14342116,,0.00787,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",14342118,,0.35,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",14342117,,240.99,,2026-06-18T04:15:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312462,,23.34,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312469,,-0.02,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312472,,0.0,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312452,,27.1,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312470,,45.2,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227534,"Gyaspur, Ahmedabad - IITM",1312455,,9510.0,,2022-07-07T08:45:00Z,22.977134,72.553024
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236555,,6.29,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236560,,4.7,,2026-06-18T04:00:00Z,23.107969,72.574648
